pl_name,hostname,sy_snum,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
KELT-2 A b,KELT-2 A,2,06h10m39.37s,92.6640226,+30d57m25.68s,30.9571333,134.058,0.802,-0.793,8.58393,0.000331,-0.000331
KELT-20 b,KELT-20,1,19h38m38.74s,294.6614126,+31d13m09.12s,31.2192001,136.426,0.816,-0.807,7.57492,0.000509,-0.000509
KELT-21 b,KELT-21,1,20h19m12.01s,304.8000322,+32d34m51.76s,32.5810446,470.878,6.471,-6.3,10.5415,0.000278,-0.000278
KELT-23 A b,KELT-23 A,2,15h28m35.19s,232.1466406,+66d21m31.35s,66.3587097,126.261,0.352,-0.351,10.182,0.000419,-0.000419
KELT-24 b,KELT-24,2,10h47m38.17s,161.9090273,+71d39m20.62s,71.655727,96.5173,0.3132,-0.3113,8.23752,0.000357,-0.000357
KELT-3 b,KELT-3,2,09h54m34.35s,148.6431193,+40d23m16.60s,40.3879446,210.252,5.544,-5.271,9.76324,0.000415,-0.000415
KELT-4 A b,KELT-4 A,3,10h28m15.03s,157.06262,+25d34m23.29s,25.5731366,218.05,2.106,-2.067,9.95702,0.000812,-0.000812
KELT-6 b,KELT-6,1,13h03m55.64s,195.9818362,+30d38m24.52s,30.640145,240.726,1.987,-1.955,10.1934,0.000289,-0.000289
KELT-6 c,KELT-6,1,13h03m55.64s,195.9818362,+30d38m24.52s,30.640145,240.726,1.987,-1.955,10.1934,0.000289,-0.000289
KELT-7 b,KELT-7,1,05h13m10.94s,78.2955912,+33d19m04.63s,33.3179532,136.681,0.938,-0.924,8.45173,0.00042,-0.00042
KELT-8 b,KELT-8,1,18h53m13.31s,283.3054489,+24d07m38.09s,24.1272483,197.572,1.005,-0.995,10.6699,0.000253,-0.000253
KELT-9 b,KELT-9,2,20h31m26.38s,307.8598998,+39d56m20.10s,39.9389161,204.455,1.582,-1.558,7.57675,0.000333,-0.000333
KIC 10001893 b,KIC 10001893,1,19h09m33.42s,287.3892308,+46d59m04.02s,46.9844491,1672.94,149.7,-149.7,15.7109,0.000974,-0.000974
KIC 10001893 c,KIC 10001893,1,19h09m33.42s,287.3892308,+46d59m04.02s,46.9844491,1672.94,149.7,-149.7,15.7109,0.000974,-0.000974
KIC 10001893 d,KIC 10001893,1,19h09m33.42s,287.3892308,+46d59m04.02s,46.9844491,1672.94,149.7,-149.7,15.7109,0.000974,-0.000974
KIC 10068024 b,KIC 10068024,1,19h15m23.29s,288.8470423,+47d01m22.30s,47.0228607,721.105,,,13.1059,0.000372,-0.000372
KIC 10525077 b,KIC 10525077,1,19h09m30.75s,287.3781164,+47d46m16.15s,47.7711541,1461.15,56,-52.1,15.3043,0.000404,-0.000404
KIC 3526061 b,KIC 3526061,1,19h00m44.74s,285.1863974,+38d36m40.00s,38.6111112,401.229,4.816,-4.816,9.99106,0.000168,-0.000168
KIC 3558849 b,KIC 3558849,1,19h39m47.96s,294.9498381,+38d36m18.67s,38.6051867,1215.7,34.2,-32.41,14.1674,0.000258,-0.000258
KIC 5437945 b,KIC 5437945,1,19h13m53.98s,288.4749028,+40d39m04.63s,40.6512848,1274.01,27.92,-27.92,13.7506,0.00029,-0.00029
KIC 5479689 b,KIC 5479689,1,19h57m18.12s,299.3254983,+40d38m17.24s,40.6381229,454.95,4.617,-4.617,13.7459,0.000281,-0.000281
KIC 7917485 b,KIC 7917485,1,19h57m44.31s,299.4346094,+43d37m57.38s,43.6326069,1382.89,38.38,-36.4,13.1092,0.000551,-0.000551
KIC 8121913 b,KIC 8121913,1,19h55m52.27s,298.9677981,+43d54m33.76s,43.909378,707.303,11.313,-10.968,12.3034,0.000155,-0.000155
KIC 8540376 b,KOI-7892,1,18h49m30.61s,282.3775397,+44d41m40.45s,44.694569,1072.3,22.025,-22.025,14.2165,0.000257,-0.000257
KIC 8540376 c,KOI-7892,1,18h49m30.61s,282.3775397,+44d41m40.45s,44.694569,1072.3,22.025,-22.025,14.2165,0.000257,-0.000257
KIC 9663113 b,KIC 9663113,1,19h48m10.90s,297.0454037,+46d19m43.20s,46.3286653,1594.74,44.335,-44.335,13.9075,0.000225,-0.000225
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,1,17h53m45.42s,268.43925,-29d05m12.80s,-29.0868889,6300,1100,-1600,,,
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,1,17h45m47.34s,266.44725,-26d15m58.93s,-26.2663694,5080,2240,-2180,,,
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,1,17h45m40.26s,266.41775,-26d01m54.48s,-26.0318,6651,948,-1348,,,
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,1,18h10m39.51s,272.664612,-24d51m27.86s,-24.8577385,6600,1100,-1300,,,
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,1,17h55m03.54s,268.76474,-29d31m00.91s,-29.5169201,6260,1140,-1280,,,
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,1,17h53m00.08s,268.250333,-30d02m26.70s,-30.04075,7100,800,-2400,,,
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,1,17h52m26.88s,268.112,-29d23m04.42s,-29.3845615,7010,1010,-1160,,,
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,1,17h42m51.76s,265.715667,-27d26m08.02s,-27.4355611,6440,1130,-1600,,,
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,1,17h44m51.01s,266.212542,-23d12m04.97s,-23.2013806,4880,1650,-2180,,,
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,1,17h59m17.54s,269.8230833,-26d58m55.20s,-26.982,6421,878,-991,,,
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,1,17h58m35.92s,269.6496667,-28d08m01.21s,-28.1336694,4530,1040,-980,,,
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,1,18h05m32.46s,271.38525,-28d29m25.01s,-28.4902806,5400,1820,-2600,,,
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,1,17h39m01.69s,264.7570417,-33d48m28.9s,-33.8080278,5080,1220,-1590,,,
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,1,17h41m38.76s,265.4115,-24d22m26.18s,-24.3739389,7090,610,-700,,,
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,1,17h44m41.02s,266.170917,-25d08m34.91s,-25.1430306,6000,1300,-1700,,,
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,1,17h56m25.40s,269.105833,-33d08m32.89s,-33.1424694,6500,1400,-2000,,,
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,1,18h17m17.31s,274.322125,-25d19m26.18s,-25.3239389,4240,2160,-1710,,,
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,1,17h42m21.57s,265.589875,-26d19m01.74s,-26.31715,7040,890,-1270,,,
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,1,17h37m52.67s,264.469458,-27d59m04.92s,-27.9847,3380,220,-260,,,
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,1,17h38m04.00s,264.5166667,-28d02m29.85s,-28.041625,6480,1280,-1960,,,
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L,1,17h37m18.48s,264.327,-27d49m55.42s,-27.8320611,7020,1030,-1150,,,
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L,1,17h38m14.41s,264.5600417,-27d09m01.48s,-27.1504111,6760,990,-1240,,,
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,1,17h51m29.88s,267.8745,-30d38m47.00s,-30.6463889,7300,1100,-1100,,,
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,1,17h55m51.92s,268.9663333,-28d30m48.10s,-28.5133611,6890,1060,-1240,,,
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,1,17h59m27.94s,269.8664167,-27d52m41.02s,-27.8780611,6705,994,-1166,,,
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,1,17h33m42.62s,263.427583,-33d31m14.41s,-33.5206694,3460,510,-430,,,
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,1,18h17m08.01s,274.283375,-26d21m34.70s,-26.3596389,6483,936,-1026,,,
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,1,17h45m25.12s,266.3546667,-35d42m01.19s,-35.7003306,5840,2060,-2360,,,
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,1,17h41m07.81s,265.2825417,-35d35m40.92s,-35.5947,4150,1790,-1420,,,
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,1,17h53m44.49s,268.435375,-22d09m09.14s,-22.1525389,967,308,-212,,,
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,1,17h54m42.84s,268.6785,-22d49m13.48s,-22.8204111,5910,1540,-2240,,,
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,1,17h49m35.29s,267.3970417,-21d58m34.32s,-21.9762,4310,1970,-1840,,,
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,1,17h51m31.82s,267.8825833,-29d33m55.7s,-29.5654722,4900,1900,-1600,,,
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,1,18h00m15.19s,270.0632917,-28d57m55.01s,-28.9652806,3090,760,-680,,,
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,1,17h39m30.72s,264.878,-27d38m17.30s,-27.6381389,6710,1390,-1390,,,
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,1,17h31m21.63s,262.840125,-29d35m26.48s,-29.5906889,7710,990,-1220,,,
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,1,17h53m32.14s,268.3839167,-31d33m18.08s,-31.5550222,7010,1050,-1210,,,
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,1,17h55m24.70s,268.8529167,-21d53m43.94s,-21.8955389,4410,1790,-1930,,,
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,1,17h53m50.03s,268.458458,-29d52m38.78s,-29.8774389,3320,1220,-1390,,,
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,1,17h57m21.26s,269.3385833,-28d40m28.7s,-28.6746389,7200,700,-1400,,,
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,1,18h02m10.57s,270.5440417,-27d34m50.41s,-27.5806694,6600,800,-1700,,,
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,1,17h53m55.35s,268.480625,-35d08m11.90s,-35.1366389,2740,1020,-1020,,,
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,1,17h42m58.42s,265.743417,-25d34m26.1s,-25.5739167,6120,1260,-1600,,,
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,1,18h09m53.12s,272.4713333,-29d45m43.96s,-29.7622111,4670,2450,-2100,,,
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,1,17h58m22.99s,269.5957917,-27d34m00.98s,-27.5669389,4600,1700,-1400,,,
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,1,18h01m29.21s,270.3717083,-28d46m37.7s,-28.7771389,3860,1000,-1120,,,
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,1,18h02m09.01s,270.5375417,-29d24m53.60s,-29.4148889,6640,720,-2010,,,
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,1,17h56m27.90s,269.11625,-28d12m04.00s,-28.2011111,7040,1100,-1330,,,
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,1,17h57m10.06s,269.2919167,-33d47m18.67s,-33.7885194,5910,1670,-1670,,,
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,1,17h51m24.50s,267.8520833,-29d25m23.38s,-29.4231611,6100,1500,-2100,,,
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,1,18h07m39.60s,271.915,-28d29m06.8s,-28.4852222,800,120,-100,,,
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,1,18h07m39.60s,271.915,-28d29m06.8s,-28.4852222,800,120,-100,,,
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,1,18h16m00.13s,274.0005417,-29d44m38.00s,-29.7438889,3130,1300,-910,,,
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,1,17h56m58.0s,269.2416667,-30d05m35s,-30.0930556,4600,1600,-1100,,,
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,1,17h52m25.19s,268.1049583,-30d00m31.28s,-30.0086889,5120,1000,-990,,,
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,1,17h50m18.55s,267.5772917,-30d00m17.89s,-30.0049694,6600,1000,-1700,,,
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,1,17h57m33.15s,269.388125,-30d30m14.18s,-30.5039389,6950,1007,-1330,,,
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,2,18h03m38.80s,270.9116667,-29d36m15.80s,-29.6043889,6600,900,-1100,,,
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,1,17h57m08.56s,269.2856667,-31d11m04.09s,-31.1844694,3090,940,-750,,,
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,1,18h09m41.12s,272.4213333,-25d44m47.69s,-25.7465806,6090,920,-1310,,,
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,1,17h42m28.85s,265.6202083,-27d38m20.90s,-27.6391389,6480,1000,-1380,,,
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,1,17h59m17.08s,269.8211667,-31d59m51.50s,-31.9976389,5560,1430,-1430,,,
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,1,17h45m57.39s,266.489125,-33d50m34.12s,-33.8428111,8240,1020,-1160,,,
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,1,17h45m57.39s,266.489125,-33d50m34.12s,-33.8428111,8240,1020,-1160,,,
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,1,17h42m55.74s,265.73225,-25d30m32.08s,-25.5089111,4540,1670,-1670,,,
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,1,17h55m09.63s,268.790125,-31d18m47.99s,-31.3133306,3800,1300,-1200,,,
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,1,17h50m28.13s,267.6172083,-29d16m45.41s,-29.2792806,6640,1030,-1300,,,
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,1,18h07m27.33s,271.863875,-29d16m53.69s,-29.2815806,6280,950,-1430,,,
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,1,17h37m57.25s,264.4885417,-28d08m54.20s,-28.1483889,5970,1490,-2410,,,
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,1,18h02m44.06s,270.6835833,-28d03m37.80s,-28.0605,5720,1100,-1670,,,
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,1,18h09m35.90s,272.3995833,-29d05m02.18s,-29.0839389,5070,980,-1500,,,
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,1,17h51m12.82s,267.8034167,-31d51m51.70s,-31.8643611,7680,1040,-1100,,,
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,1,17h58m19.0s,269.5791667,-30d08m43s,-30.1452778,7200,700,-1300,,,
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,1,18h01m45.59s,270.4399583,-27d25m07.21s,-27.4186694,6920,970,-1010,,,
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,1,17h42m46.05s,265.691875,-27d22m33.02s,-27.3758389,6900,900,-1300,,,
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,1,17h52m02.04s,268.0085,-32d16m11.10s,-32.26975,7090,1180,-1530,,,
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,1,18h00m14.98s,270.0624167,-28d36m44.78s,-28.6124389,6800,970,-1080,,,
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,1,17h57m14.21s,269.3092083,-29d06m07.09s,-29.1019694,2970,720,-720,,,
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,1,17h41m26.86s,265.3619167,-34d41m55.21s,-34.6986694,7140,1070,-1340,,,
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,1,17h58m20.06s,269.5835833,-32d17m43.1s,-32.2953056,3500,1600,-1600,,,
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,1,17h38m50.22s,264.70925,-28d21m20.41s,-28.3556694,7710,1010,-1090,,,
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,1,17h45m17.77s,266.3240417,-25d04m46.16s,-25.0794889,5900,1070,-1500,,,
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,1,17h57m37.63s,269.4067917,-28d42m54.22s,-28.7150611,7070,1030,-1190,,,
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,1,17h50m18.23s,267.5759583,-29d12m10.51s,-29.2029194,6390,1210,-1600,,,
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,1,18h04m44.05s,271.1835417,-29d44m38.11s,-29.7439194,6800,800,-1800,,,
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,1,17h50m28.82s,267.6200833,-29d37m21.90s,-29.62275,7220,1060,-1100,,,
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,1,17h25m27.84s,261.366,-29d03m30.49s,-29.0584694,6980,1090,-1340,,,
KOI-12 b,KOI-12,1,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.398,4.396,-4.303,11.2535,0.000523,-0.000523
KOI-1257 b,KOI-1257,2,19h24m54.02s,291.2250888,+44d55m38.25s,44.9272918,656,55.665,-39.926,14.6419,0.00049,-0.00049
KOI-13 b,KOI-13,3,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.096,30.703,-27.506,10.3678,0.001225,-0.001225
KOI-142 b,KOI-142,1,19h24m35.54s,291.1481028,+40d40m09.89s,40.669413,376.863,2.01,-1.991,13.1048,0.000275,-0.000275
KOI-142 c,KOI-142,1,19h24m35.54s,291.1481028,+40d40m09.89s,40.669413,376.863,2.01,-1.991,13.1048,0.000275,-0.000275
KOI-1599.01,KOI-1599,1,19h53m29.72s,298.3738383,+40d37m06.41s,40.6184483,1131.64,28.17,-26.86,14.854,0.000328,-0.000328
KOI-1599.02,KOI-1599,1,19h53m29.72s,298.3738383,+40d37m06.41s,40.6184483,1131.64,28.17,-26.86,14.854,0.000328,-0.000328
KOI-1783.01,KOI-1783,1,19h17m21.95s,289.3414629,+46d59m17.36s,46.988155,865.73,13.734,-13.32,13.9061,0.000247,-0.000247
KOI-1783.02,KOI-1783,1,19h17m21.95s,289.3414629,+46d59m17.36s,46.988155,865.73,13.734,-13.32,13.9061,0.000247,-0.000247
KOI-1831 d,Kepler-324,1,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.574,3.681,-3.629,14.0909,0.000217,-0.000217
KOI-1833 d,Kepler-968,1,19h02m24.62s,285.6025889,+50d06m43.34s,50.1120401,290.324,1.448,-1.435,14.2499,0.000392,-0.000392
KOI-217 b,KOI-217,1,19h39m27.71s,294.8654667,+46d17m08.93s,46.2858128,914.699,17.1675,-17.1675,15.1013,0.000482,-0.000482
KOI-2513.01,KOI-2513,1,19h34m40.53s,293.6688776,+46d22m45.24s,46.3792321,1369.87,,,14.809,0.000687,-0.000687
KOI-3503 b,KOI-3503,1,19h32m36.18s,293.1507654,+41d43m44.95s,41.7291532,887.064,12.37,-12.37,13.7744,0.000284,-0.000284
KOI-3503 c,KOI-3503,1,19h32m36.18s,293.1507654,+41d43m44.95s,41.7291532,887.064,12.37,-12.37,13.7744,0.000284,-0.000284
KOI-351 b,KOI-351,1,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,13.7397,0.000217,-0.000217
KOI-351 c,KOI-351,1,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,13.7397,0.000217,-0.000217
KOI-351 d,KOI-351,1,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,13.7397,0.000217,-0.000217
KOI-351 e,KOI-351,1,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,13.7397,0.000217,-0.000217
KOI-351 f,KOI-351,1,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,13.7397,0.000217,-0.000217
KOI-351 g,KOI-351,1,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,13.7397,0.000217,-0.000217
KOI-351 h,KOI-351,1,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,13.7397,0.000217,-0.000217
KOI-3680 b,KOI-3680,1,19h33m07.57s,293.2815266,+45d18m34.77s,45.3096572,921.986,23.3845,-23.3845,14.5027,0.000281,-0.000281
KOI-4777.01,KOI-4777,1,19h09m02.92s,287.2621474,+42d01m56.01s,42.0322257,172.245,1.243,-1.226,15.8525,0.00061,-0.00061
KOI-55 b,KOI-55,1,19h45m25.48s,296.3561853,+41d05m33.83s,41.0927315,1231.02,48.015,-48.015,14.9062,0.000602,-0.000602
KOI-55 c,KOI-55,1,19h45m25.48s,296.3561853,+41d05m33.83s,41.0927315,1231.02,48.015,-48.015,14.9062,0.000602,-0.000602
KOI-7368 b,KOI-7368,1,19h35m47.43s,293.9476365,+48d03m54.93s,48.0652589,264.995,1.626,-1.607,12.8094,0.002382,-0.002382
KOI-7913 b,KOI-7913 A,2,19h06m59.65s,286.7485252,+45d09m31.40s,45.1587234,271.277,1.248,-1.237,14.2239,0.002629,-0.002629
KOI-94 b,KOI-94,2,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.052,5,-4.899,12.1882,0.000154,-0.000154
KOI-94 c,KOI-94,2,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.052,5,-4.899,12.1882,0.000154,-0.000154
KOI-94 d,KOI-94,2,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.052,5,-4.899,12.1882,0.000154,-0.000154
KOI-94 e,KOI-94,2,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.052,5,-4.899,12.1882,0.000154,-0.000154
KOI-984 b,KOI-984,1,19h24m11.75s,291.0489438,+36d50m24.28s,36.8400772,252.667,,,,,
KOI-984 c,KOI-984,1,19h24m11.75s,291.0489438,+36d50m24.28s,36.8400772,252.667,,,,,
KPS-1 b,KPS-1,1,11h00m40.13s,165.167198,+64d57m49.84s,64.9638452,262.706,2.62,-2.57,12.7933,0.000299,-0.000299
Kapteyn c,Kapteyn,1,05h11m50.08s,77.9586613,-45d02m34.87s,-45.0430198,3.93305,0.00041,-0.00041,8.06198,0.000588,-0.000588
Kepler-10 b,Kepler-10,1,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,185.506,0.811,-0.805,10.9191,0.000318,-0.000318
Kepler-10 c,Kepler-10,1,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,185.506,0.811,-0.805,10.9191,0.000318,-0.000318
Kepler-10 d,Kepler-10,1,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,185.506,0.811,-0.805,10.9191,0.000318,-0.000318
Kepler-100 b,Kepler-100,1,19h25m32.67s,291.3861294,+41d59m24.50s,41.9901394,304.645,1.763,-1.744,11.1293,0.000371,-0.000371
Kepler-100 c,Kepler-100,1,19h25m32.67s,291.3861294,+41d59m24.50s,41.9901394,304.645,1.763,-1.744,11.1293,0.000371,-0.000371
Kepler-100 d,Kepler-100,1,19h25m32.67s,291.3861294,+41d59m24.50s,41.9901394,304.645,1.763,-1.744,11.1293,0.000371,-0.000371
Kepler-100 e,Kepler-100,1,19h25m32.67s,291.3861294,+41d59m24.50s,41.9901394,304.645,1.763,-1.744,11.1293,0.000371,-0.000371
Kepler-1000 b,Kepler-1000,1,19h06m44.51s,286.6854729,+47d05m53.50s,47.0981948,1115.62,16.95,-16.45,13.1923,0.000224,-0.000224
Kepler-1001 b,Kepler-1001,1,19h05m05.74s,286.2739151,+48d37m07.31s,48.6186972,928.978,23.995,-22.837,15.3302,0.000445,-0.000445
Kepler-1001 c,Kepler-1001,1,19h05m05.74s,286.2739151,+48d37m07.31s,48.6186972,928.978,23.995,-22.837,15.3302,0.000445,-0.000445
Kepler-1002 b,Kepler-1002,1,19h32m19.07s,293.0794629,+43d04m25.24s,43.073677,408.303,,,11.6475,0.000323,-0.000323
Kepler-1003 b,Kepler-1003,1,19h28m04.90s,292.0204349,+44d52m34.47s,44.8762427,941.902,15.703,-15.206,14.0225,0.000225,-0.000225
Kepler-1004 b,Kepler-1004,1,19h49m26.24s,297.3593427,+49d47m51.17s,49.7975464,1152.68,35.67,-35.67,13.3998,0.000272,-0.000272
Kepler-1005 b,Kepler-1005,1,19h05m08.62s,286.2858998,+43d19m13.83s,43.3205085,567.806,4.422,-4.356,13.1838,0.00024,-0.00024
Kepler-1006 b,Kepler-1006,1,19h43m01.01s,295.7542063,+42d32m14.30s,42.5373065,1081.738,24.999,-23.959,,,
Kepler-1007 b,Kepler-1007,1,19h43m37.57s,295.9065297,+45d48m32.72s,45.8090893,365,17.69,-18.886,14.7347,0.000957,-0.000957
Kepler-1008 b,Kepler-1008,2,19h46m11.43s,296.5476395,+44d56m30.59s,44.9418307,282.565,1.284,-1.272,13.379,0.000345,-0.000345
Kepler-1009 b,Kepler-1009,1,18h51m26.37s,282.8598614,+42d39m57.00s,42.6658336,355.019,8.353,-7.985,15.3014,0.000406,-0.000406
Kepler-101 b,Kepler-101,1,18h53m01.32s,283.255507,+48d21m18.89s,48.3552474,927.981,14.7985,-14.7985,13.5672,0.000214,-0.000214
Kepler-101 c,Kepler-101,1,18h53m01.32s,283.255507,+48d21m18.89s,48.3552474,927.981,14.7985,-14.7985,13.5672,0.000214,-0.000214
Kepler-1010 b,Kepler-1010,1,19h16m46.22s,289.1926026,+44d08m57.54s,44.1493165,579.273,7.259,-7.084,14.6875,0.000296,-0.000296
Kepler-1011 b,Kepler-1011,1,19h49m36.37s,297.4015491,+46d49m26.39s,46.8239976,736.779,13.062,-12.623,15.2028,0.000643,-0.000643
Kepler-1012 b,Kepler-1012,1,19h17m11.09s,289.2962253,+46d27m28.76s,46.4579889,411.077,2.349,-2.322,13.3154,0.000289,-0.000289
Kepler-1013 b,Kepler-1013,1,19h20m59.54s,290.2481023,+44d26m07.06s,44.4352935,422.246,3.157,-3.112,14.4077,0.000386,-0.000386
Kepler-1014 b,Kepler-1014,1,19h00m29.28s,285.1219875,+44d06m37.92s,44.1105331,624.8,6.638,-6.503,14.6265,0.000347,-0.000347
Kepler-1015 b,Kepler-1015,1,19h31m01.75s,292.7573088,+43d25m36.64s,43.4268439,739.357,14.788,-14.228,12.7586,0.000249,-0.000249
Kepler-1016 b,Kepler-1016,1,19h38m27.29s,294.613689,+45d59m04.66s,45.9846265,1402.82,59.175,-59.175,15.3193,0.000434,-0.000434
Kepler-1016 c,Kepler-1016,1,19h38m27.29s,294.613689,+45d59m04.66s,45.9846265,1402.82,59.175,-59.175,15.3193,0.000434,-0.000434
Kepler-1017 b,Kepler-1017,1,18h53m52.63s,283.469299,+40d07m57.07s,40.1325185,552.058,4.557,-4.484,14.1153,0.000215,-0.000215
Kepler-1018 b,Kepler-1018,1,18h54m23.22s,283.5967317,+45d24m28.32s,45.4078654,1010.01,25.18,-24.005,15.0142,0.000356,-0.000356
Kepler-1019 b,Kepler-1019,1,18h54m52.22s,283.7175909,+47d12m15.77s,47.2043818,194.182,0.51,-0.507,13.5934,0.000539,-0.000539
