pl_name,hostname,sy_snum,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-1647 b,Kepler-1647,2,19h52m36.01s,298.150057,+40d39m22.23s,40.6561751,1212.45,22.335,-22.335,13.579,0.000223,-0.000223
Kepler-1649 b,Kepler-1649,1,19h30m00.71s,292.5029676,+41d49m47.98s,41.8299933,92.1913,0.5489,-0.5425,16.2682,0.001018,-0.001018
Kepler-1649 c,Kepler-1649,1,19h30m00.71s,292.5029676,+41d49m47.98s,41.8299933,92.1913,0.5489,-0.5425,16.2682,0.001018,-0.001018
Kepler-165 b,Kepler-165,1,18h42m45.82s,280.69092,+47d48m34.81s,47.8096702,560.885,6.331,-6.193,14.7945,0.000354,-0.000354
Kepler-165 c,Kepler-165,1,18h42m45.82s,280.69092,+47d48m34.81s,47.8096702,560.885,6.331,-6.193,14.7945,0.000354,-0.000354
Kepler-1650 b,Kepler-1650,1,19h50m55.02s,297.7292296,+42d52m00.09s,42.8666919,134.397,0.725,-0.717,15.7393,0.000681,-0.000681
Kepler-1651 b,Kepler-1651,2,18h54m30.78s,283.6282602,+48d23m26.91s,48.3908081,66.4074,0.1062,-0.1059,13.0716,0.000503,-0.000503
Kepler-1652 b,Kepler-1652,1,19h37m27.85s,294.3660313,+49d54m54.08s,49.9150219,252,32,-30,16.0023,0.00464,-0.00464
Kepler-1653 b,Kepler-1653,1,19h45m49.85s,296.457702,+41d15m57.68s,41.266021,755,44,-36,,,
Kepler-1654 b,Kepler-1654,1,18h48m44.57s,282.1856949,+44d26m04.06s,44.4344617,568.117,3.878,-3.828,13.4057,0.000211,-0.000211
Kepler-1655 b,Kepler-1655,1,19h06m45.50s,286.6895986,+39d12m43.49s,39.2120802,213.26,0.991,-0.982,11.0141,0.000413,-0.000413
Kepler-1656 b,Kepler-1656,1,18h57m53.34s,284.4722473,+39d54m42.80s,39.911889,185.875,0.835,-0.827,11.0622,0.000401,-0.000401
Kepler-1656 c,Kepler-1656,1,18h57m53.34s,284.4722473,+39d54m42.80s,39.911889,185.875,0.835,-0.827,11.0622,0.000401,-0.000401
Kepler-1658 b,Kepler-1658,1,19h37m25.57s,294.3565559,+38d56m50.43s,38.9473424,788.238,17.434,-16.707,11.42,0.000568,-0.000568
Kepler-166 b,Kepler-166,1,19h32m38.42s,293.1600977,+48d52m52.35s,48.8812074,603.53,7.443,-7.266,14.6848,0.000263,-0.000263
Kepler-166 c,Kepler-166,1,19h32m38.42s,293.1600977,+48d52m52.35s,48.8812074,603.53,7.443,-7.266,14.6848,0.000263,-0.000263
Kepler-166 d,Kepler-166,1,19h32m38.42s,293.1600977,+48d52m52.35s,48.8812074,603.53,7.443,-7.266,14.6848,0.000263,-0.000263
Kepler-1660 AB b,Kepler-1660 A,2,19h22m12.47s,290.5519537,+40d14m06.16s,40.2350445,1188.54,21.12,-21.12,13.4394,0.000215,-0.000215
Kepler-1661 b,Kepler-1661,2,19h00m40.10s,285.1670927,+41d58m00.98s,41.9669383,410.607,2.8825,-2.8825,14.1933,0.000321,-0.000321
Kepler-1663 b,Kepler-1663,1,19h21m36.36s,290.4015156,+48d49m21.80s,48.8227234,337.926,3.407,-3.407,15.6164,0.000494,-0.000494
Kepler-1664 b,Kepler-1664,1,19h07m24.65s,286.8527157,+49d15m42.00s,49.2616668,626.691,,,13.5307,0.000563,-0.000563
Kepler-1665 b,Kepler-1665,1,19h21m35.10s,290.39624,+41d02m23.72s,41.0399229,335.515,1.5665,-1.5665,13.5913,0.000175,-0.000175
Kepler-1666 b,Kepler-1666,1,19h51m48.39s,297.9516071,+46d15m52.93s,46.2647024,1379.37,55.6,-51.51,15.0151,0.000401,-0.000401
Kepler-1666 c,Kepler-1666,1,19h51m48.39s,297.9516071,+46d15m52.93s,46.2647024,1379.37,55.6,-51.51,15.0151,0.000401,-0.000401
Kepler-1667 b,Kepler-1667,1,18h54m07.91s,283.5329505,+48d05m39.70s,48.0943604,626.819,6.1205,-6.1205,13.4461,0.000226,-0.000226
Kepler-1668 b,Kepler-1668,1,19h49m24.55s,297.3523076,+46d05m45.35s,46.0959309,1335.64,63.84,-58.36,15.6767,0.000509,-0.000509
Kepler-1669 b,Kepler-1669,1,19h49m43.29s,297.4303826,+39d50m52.37s,39.8478795,543.444,10.777,-10.373,15.9088,0.000686,-0.000686
Kepler-1669 c,Kepler-1669,1,19h49m43.29s,297.4303826,+39d50m52.37s,39.8478795,543.444,10.777,-10.373,15.9088,0.000686,-0.000686
Kepler-1669 d,Kepler-1669,1,19h49m43.29s,297.4303826,+39d50m52.37s,39.8478795,543.444,10.777,-10.373,15.9088,0.000686,-0.000686
Kepler-167 b,Kepler-167,2,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.908,1.973,-1.973,14.0004,0.000288,-0.000288
Kepler-167 c,Kepler-167,2,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.908,1.973,-1.973,14.0004,0.000288,-0.000288
Kepler-167 d,Kepler-167,2,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.908,1.973,-1.973,14.0004,0.000288,-0.000288
Kepler-167 e,Kepler-167,2,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.908,1.973,-1.973,14.0004,0.000288,-0.000288
Kepler-1670 b,Kepler-1670,1,19h21m18.35s,290.3264599,+43d07m18.32s,43.121755,2065.98,117.37,-105.64,15.42,0.000411,-0.000411
Kepler-1671 b,Kepler-1671,1,19h26m59.62s,291.7484295,+39d26m48.41s,39.4467817,357.059,2.168,-2.143,13.2783,0.000201,-0.000201
Kepler-1672 b,Kepler-1672,1,19h51m45.62s,297.9400971,+40d16m42.80s,40.2785566,391.181,4.512,-4.411,12.3961,0.000197,-0.000197
Kepler-1673 b,Kepler-1673,1,19h02m40.12s,285.6671724,+48d43m10.51s,48.7195865,727.187,6.8485,-6.8485,13.5988,0.000235,-0.000235
Kepler-1674 b,Kepler-1674,1,19h39m15.85s,294.8160447,+45d18m21.90s,45.3060844,1012.48,28.889,-28.889,15.4779,0.000489,-0.000489
Kepler-1675 b,Kepler-1675,1,18h55m14.29s,283.8095478,+41d02m28.51s,41.0412517,651.117,5.841,-5.841,13.5535,0.000226,-0.000226
Kepler-1676 b,Kepler-1676,1,19h08m56.85s,287.2368778,+43d34m01.80s,43.5671665,,,,,,
Kepler-1677 b,Kepler-1677,1,19h53m58.39s,298.493273,+47d00m47.00s,47.0130566,735.369,8.6405,-8.6405,13.644,0.00024,-0.00024
Kepler-1678 b,Kepler-1678,1,19h30m21.99s,292.5916297,+38d23m58.43s,38.3995629,847.339,20.786,-19.83,14.9068,0.000353,-0.000353
Kepler-1679 b,Kepler-1679,1,19h35m36.14s,293.9005786,+50d25m37.38s,50.4270507,909.28,34.628,-32.219,15.1144,0.000448,-0.000448
Kepler-168 b,Kepler-168,1,19h38m50.44s,294.7101832,+39d49m30.16s,39.8250437,1343.6,46.48,-43.52,14.6046,0.000273,-0.000273
Kepler-168 c,Kepler-168,1,19h38m50.44s,294.7101832,+39d49m30.16s,39.8250437,1343.6,46.48,-43.52,14.6046,0.000273,-0.000273
Kepler-1680 b,Kepler-1680,1,19h48m17.92s,297.0746571,+39d56m02.00s,39.9338893,310.315,1.55,-1.535,13.6931,0.000464,-0.000464
Kepler-1681 b,Kepler-1681,1,19h46m47.35s,296.6972773,+46d22m18.11s,46.3716969,758.3,,,14.5565,0.000785,-0.000785
Kepler-1682 b,Kepler-1682,1,19h35m56.06s,293.9835827,+39d34m22.25s,39.5728474,1159.85,46.04,-46.04,15.678,0.000583,-0.000583
Kepler-1683 b,Kepler-1683,1,19h53m48.02s,298.4501035,+44d17m02.47s,44.2840193,733.143,14.14,-13.624,14.8429,0.00036,-0.00036
Kepler-1684 b,Kepler-1684,1,19h36m01.30s,294.0054181,+46d18m38.38s,46.3106625,621.996,12.5555,-12.5555,15.765,0.000773,-0.000773
Kepler-1685 b,Kepler-1685,1,19h44m45.18s,296.1882618,+43d56m12.52s,43.9368118,1141.89,44.55,-41.37,15.906,0.000645,-0.000645
Kepler-1686 b,Kepler-1686,1,19h26m25.61s,291.6067189,+42d02m09.52s,42.0359783,729.823,7.53,-7.53,13.7519,0.000207,-0.000207
Kepler-1687 b,Kepler-1687,1,19h18m58.28s,289.7428363,+50d47m13.43s,50.7870626,417.014,5.407,-5.273,15.473,0.000519,-0.000519
Kepler-1688 b,Kepler-1688,1,19h18m12.72s,289.5530051,+41d17m52.27s,41.2978532,567.4468709,116.8382161,-116.8382161,13.9862,0.000504,-0.000504
Kepler-1689 b,Kepler-1689,1,19h26m17.80s,291.5741663,+38d39m21.40s,38.6559433,294.122,1.753,-1.731,12.1077,0.000157,-0.000157
Kepler-169 b,Kepler-169,1,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,406.529,3.024,-2.98,14.1617,0.000535,-0.000535
Kepler-169 c,Kepler-169,1,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,406.529,3.024,-2.98,14.1617,0.000535,-0.000535
Kepler-169 d,Kepler-169,1,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,406.529,3.024,-2.98,14.1617,0.000535,-0.000535
Kepler-169 e,Kepler-169,1,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,406.529,3.024,-2.98,14.1617,0.000535,-0.000535
Kepler-169 f,Kepler-169,1,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,406.529,3.024,-2.98,14.1617,0.000535,-0.000535
Kepler-1690 b,Kepler-1690,1,19h12m37.60s,288.1566649,+41d52m40.59s,41.8779417,703.789,9.481,-9.236,14.6417,0.000276,-0.000276
Kepler-1691 b,Kepler-1691,1,19h05m01.06s,286.2543962,+41d01m18.61s,41.0218373,1267.67,32.62,-31.06,14.8807,0.000307,-0.000307
Kepler-1692 b,Kepler-1692,1,19h07m41.80s,286.9241804,+47d03m13.35s,47.0537092,591.019,6.926,-6.77,14.5049,0.000319,-0.000319
Kepler-1693 b,Kepler-1693,1,19h20m48.37s,290.2015581,+48d11m08.81s,48.1857799,760.065,13.5015,-13.5015,14.7438,0.000357,-0.000357
Kepler-1693 c,Kepler-1693,1,19h20m48.37s,290.2015581,+48d11m08.81s,48.1857799,760.065,13.5015,-13.5015,14.7438,0.000357,-0.000357
Kepler-1694 b,Kepler-1694,1,19h35m10.47s,293.7936339,+40d14m27.68s,40.241023,513.329,4.988,-4.896,14.7519,0.000297,-0.000297
Kepler-1695 b,Kepler-1695,1,19h34m28.63s,293.6193001,+46d24m48.25s,46.4134015,791.175,12.3105,-12.3105,14.6234,0.000281,-0.000281
Kepler-1696 b,Kepler-1696,1,19h42m18.26s,295.5761011,+42d01m24.11s,42.0233639,1506.36,71.83,-65.68,15.4879,0.000395,-0.000395
Kepler-1697 b,Kepler-1697,1,19h10m39.20s,287.663331,+43d28m16.96s,43.4713782,247.771,0.803,-0.797,13.3622,0.000431,-0.000431
Kepler-1698 b,Kepler-1698,1,19h33m22.80s,293.3450181,+39d15m27.89s,39.2577469,222.345,1.199,-1.187,12.8761,0.000589,-0.000589
Kepler-1699 b,Kepler-1699,1,19h28m32.96s,292.1373281,+48d55m01.77s,48.9171579,818.759,,,14.6614,0.001364,-0.001364
Kepler-17 b,Kepler-17,1,19h53m34.86s,298.3952437,+47d48m53.95s,47.8149865,720.753,10.343,-10.343,14.1311,0.000767,-0.000767
Kepler-170 b,Kepler-170,1,18h58m05.09s,284.5211975,+41d37m46.76s,41.6296562,738.657,11.054,-10.738,14.3469,0.00026,-0.00026
Kepler-170 c,Kepler-170,1,18h58m05.09s,284.5211975,+41d37m46.76s,41.6296562,738.657,11.054,-10.738,14.3469,0.00026,-0.00026
Kepler-1700 b,Kepler-1700,1,19h07m47.94s,286.9497376,+45d21m13.55s,45.3537626,717.597,8.675,-8.473,13.6285,0.000216,-0.000216
Kepler-1701 b,Kepler-1701,1,19h06m26.13s,286.6088625,+41d53m21.47s,41.8892986,584.142,6.7525,-6.7525,14.5504,0.000335,-0.000335
Kepler-1702 b,Kepler-1702,1,18h59m53.40s,284.9724842,+44d34m02.93s,44.5674794,857.14,26.059,-24.591,15.7743,0.000533,-0.000533
Kepler-1704 b,Kepler-1704,1,19h24m48.30s,291.2012559,+51d08m39.28s,51.1442437,835.455,9.323,-9.122,13.2514,0.00023,-0.00023
Kepler-1705 b,Kepler-1705,1,20h06m18.85s,301.5785316,+44d18m43.79s,44.3121639,1633.49,90.81,-81.87,15.4974,0.000452,-0.000452
Kepler-1705 c,Kepler-1705,1,20h06m18.85s,301.5785316,+44d18m43.79s,44.3121639,1633.49,90.81,-81.87,15.4974,0.000452,-0.000452
Kepler-1708 b,Kepler-1708,1,19h47m17.79s,296.8241065,+43d37m29.35s,43.6248197,1666.69,102.43,-91.4,15.6837,0.00046,-0.00046
Kepler-1709 b,Kepler-1709,1,18h53m29.97s,283.3748873,+43d47m18.13s,43.7883708,273.946,1.894,-1.867,11.6176,0.00021,-0.00021
Kepler-171 b,Kepler-171,1,19h47m05.26s,296.7719082,+41d45m20.14s,41.7555958,863.855,18.329,-18.329,14.9053,0.000633,-0.000633
Kepler-171 c,Kepler-171,1,19h47m05.26s,296.7719082,+41d45m20.14s,41.7555958,863.855,18.329,-18.329,14.9053,0.000633,-0.000633
Kepler-171 d,Kepler-171,1,19h47m05.26s,296.7719082,+41d45m20.14s,41.7555958,863.855,18.329,-18.329,14.9053,0.000633,-0.000633
Kepler-1710 b,Kepler-1710,1,19h26m43.99s,291.6832878,+37d45m05.30s,37.7514726,305.193,2.385,-2.349,12.5606,0.000169,-0.000169
Kepler-1711 b,Kepler-1711,1,19h52m42.55s,298.1772916,+42d14m13.30s,42.2370289,590.268,,,13.1844,0.001771,-0.001771
Kepler-1712 b,Kepler-1712,1,18h59m59.69s,284.998698,+50d08m48.09s,50.1466922,156.264,0.473,-0.473,14.1997,0.00047,-0.00047
Kepler-1713 b,Kepler-1713,1,19h09m22.96s,287.3456737,+43d22m42.20s,43.3783894,295.293,2.248,-2.215,10.8652,0.000256,-0.000256
Kepler-1714 b,Kepler-1714,1,19h34m51.95s,293.7164655,+46d13m36.08s,46.2266878,409.46,4.267,-4.181,10.9663,0.000366,-0.000366
Kepler-1715 b,Kepler-1715,1,19h35m43.14s,293.9297337,+41d36m10.46s,41.6029048,522.605,16.044,-15.131,12.3012,0.00018,-0.00018
Kepler-1716 b,Kepler-1716,1,19h49m05.21s,297.2717207,+43d19m59.03s,43.3330644,195.439,0.978,-0.968,12.9403,0.000235,-0.000235
Kepler-1717 b,Kepler-1717,1,19h40m51.04s,295.2126472,+49d33m43.78s,49.56216,1008.79,17.66,-17.085,13.3,0.000405,-0.000405
Kepler-1718 b,Kepler-1718,1,19h28m56.38s,292.2349191,+42d54m34.06s,42.9094618,375.522,3.03,-2.982,12.735,0.000176,-0.000176
Kepler-1719 b,Kepler-1719,1,18h58m49.65s,284.7068546,+38d56m12.32s,38.9367566,905.406,10.803,-10.556,13.3258,0.000196,-0.000196
Kepler-172 b,Kepler-172,1,18h53m28.42s,283.3684093,+41d49m18.62s,41.821839,828.592,18.482,-17.707,14.5369,0.00027,-0.00027
Kepler-172 c,Kepler-172,1,18h53m28.42s,283.3684093,+41d49m18.62s,41.821839,828.592,18.482,-17.707,14.5369,0.00027,-0.00027
Kepler-172 d,Kepler-172,1,18h53m28.42s,283.3684093,+41d49m18.62s,41.821839,828.592,18.482,-17.707,14.5369,0.00027,-0.00027
Kepler-172 e,Kepler-172,1,18h53m28.42s,283.3684093,+41d49m18.62s,41.821839,828.592,18.482,-17.707,14.5369,0.00027,-0.00027
Kepler-1720 b,Kepler-1720,1,19h47m14.08s,296.8086813,+47d10m18.68s,47.1718557,629.445,7.239,-7.08,14.6634,0.000251,-0.000251
Kepler-1721 b,Kepler-1721,1,18h54m10.61s,283.5441984,+45d13m32.36s,45.2256548,641.374,8.303001,-8.097,14.8762,0.000317,-0.000317
Kepler-1722 b,Kepler-1722,1,19h46m39.06s,296.6627402,+41d15m40.31s,41.2611985,772.283,15.164,-14.601,14.8579,0.000362,-0.000362
Kepler-1723 b,Kepler-1723,1,19h37m51.06s,294.4627362,+46d49m17.05s,46.8214022,811.278,10.6695,-10.6695,14.2875,0.000282,-0.000282
Kepler-1724 b,Kepler-1724,1,19h44m28.97s,296.1207272,+47d55m17.30s,47.9214736,1060.77,24.7,-23.62,14.8169,0.000332,-0.000332
Kepler-1725 b,Kepler-1725,1,19h37m29.65s,294.3735518,+40d11m40.68s,40.1946345,558.652,5.528,-5.423,13.0267,0.000371,-0.000371
Kepler-1726 b,Kepler-1726,1,18h57m32.68s,284.3861498,+45d43m11.04s,45.7197342,390.552,2.066,-2.045,13.6766,0.000303,-0.000303
Kepler-1727 b,Kepler-1727,1,19h21m20.07s,290.3336142,+38d43m41.78s,38.7282722,894.187,22.378,-22.378,15.3759,0.000398,-0.000398
Kepler-1728 b,Kepler-1728,1,19h08m22.56s,287.0940046,+39d03m38.81s,39.0607801,651.783,9.611,-9.341,15.084,0.000385,-0.000385
Kepler-1729 b,Kepler-1729,1,19h46m46.55s,296.6939428,+42d37m34.01s,42.6261145,576.181,12.447,-11.94,15.6458,0.000523,-0.000523
Kepler-173 b,Kepler-173,1,19h38m35.19s,294.6466171,+41d53m02.74s,41.8840952,833.165,14.828,-14.828,14.2578,0.000471,-0.000471
Kepler-173 c,Kepler-173,1,19h38m35.19s,294.6466171,+41d53m02.74s,41.8840952,833.165,14.828,-14.828,14.2578,0.000471,-0.000471
Kepler-1730 b,Kepler-1730,1,18h47m50.54s,281.9605834,+43d42m10.94s,43.7030386,1427.08,61.5,-56.72,15.3758,0.000371,-0.000371
Kepler-1731 b,Kepler-1731,1,19h25m01.06s,291.2544229,+36d44m36.35s,36.7434302,169.948,0.641,-0.636,12.4974,0.000399,-0.000399
Kepler-1732 b,Kepler-1732,1,19h29m09.84s,292.2910129,+37d34m50.77s,37.5807686,1289.41,41.95,-41.95,14.7163,0.000349,-0.000349
Kepler-1733 b,Kepler-1733,1,19h24m33.23s,291.1384628,+37d51m33.28s,37.8592447,2080.51,135.38,-135.38,15.357,0.000426,-0.000426
Kepler-1734 b,Kepler-1734,1,19h36m39.16s,294.163167,+41d27m06.23s,41.4517316,1482.83,54.585,-54.585,15.3171,0.000363,-0.000363
Kepler-1735 b,Kepler-1735,1,18h44m12.08s,281.0503476,+47d11m17.52s,47.1882005,245.303,1.508,-1.508,15.2237,0.000521,-0.000521
Kepler-1736 b,Kepler-1736,1,19h19m06.41s,289.7766991,+38d15m44.05s,38.2622374,1430,51.57,-51.57,14.6161,0.000336,-0.000336
Kepler-1737 b,Kepler-1737,1,19h48m03.55s,297.0148111,+47d29m11.10s,47.486417,,,,15.3741,0.003521,-0.003521
Kepler-1738 b,Kepler-1738,1,19h44m31.52s,296.1313474,+47d26m19.72s,47.4388098,1302.87,44.92,-42.08,15.4178,0.000389,-0.000389
Kepler-1739 b,Kepler-1739,1,19h44m55.69s,296.2320536,+47d40m43.91s,47.6788626,783.666,13.854,-13.388,14.6422,0.000294,-0.000294
Kepler-174 b,Kepler-174,1,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.757,2.684,-2.684,14.2858,0.000242,-0.000242
Kepler-174 c,Kepler-174,1,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.757,2.684,-2.684,14.2858,0.000242,-0.000242
Kepler-174 d,Kepler-174,1,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.757,2.684,-2.684,14.2858,0.000242,-0.000242
Kepler-1740 b,Kepler-1740,1,19h35m29.68s,293.873663,+38d55m20.84s,38.9224548,1061.77,36.685,-36.685,15.2863,0.0004,-0.0004
Kepler-1741 b,Kepler-1741,1,19h30m18.50s,292.577073,+39d07m15.38s,39.120939,270.739,2.716,-2.716,15.6903,0.00065,-0.00065
Kepler-1742 b,Kepler-1742,1,19h07m52.03s,286.9668086,+44d59m32.75s,44.9924315,669.573,8.969,-8.739,14.3735,0.000216,-0.000216
Kepler-1743 b,Kepler-1743,1,19h22m12.57s,290.5523552,+48d07m34.53s,48.1262575,538.807,6.107,-5.975,11.9354,0.000169,-0.000169
Kepler-1744 b,Kepler-1744,1,19h24m04.96s,291.0206823,+42d27m44.87s,42.4624633,1091.63,29.97,-29.97,15.2558,0.000381,-0.000381
Kepler-1745 b,Kepler-1745,1,19h33m52.56s,293.4689924,+42d49m20.49s,42.8223582,996.105,25.8745,-25.8745,14.8649,0.000363,-0.000363
Kepler-1746 b,Kepler-1746,1,19h13m16.90s,288.3203979,+42d15m40.99s,42.2613874,979.541,17.514,-17.514,13.4903,0.000543,-0.000543
Kepler-1747 b,Kepler-1747,1,18h56m50.32s,284.2096557,+45d15m29.10s,45.258082,1321.38,60.95,-55.89,15.9687,0.000562,-0.000562
Kepler-1748 b,Kepler-1748,1,19h03m52.30s,285.967897,+45d44m20.68s,45.7390789,1083.28,43.62,-40.43,15.8529,0.000496,-0.000496
Kepler-1749 b,Kepler-1749,1,19h21m10.70s,290.2945805,+45d33m52.27s,45.5645196,268.2,1.4035,-1.4035,14.6958,0.000357,-0.000357
Kepler-175 b,Kepler-175,1,19h18m12.78s,289.553232,+43d52m34.02s,43.876116,1312.34,45.29,-42.42,14.9115,0.00038,-0.00038
Kepler-175 c,Kepler-175,1,19h18m12.78s,289.553232,+43d52m34.02s,43.876116,1312.34,45.29,-42.42,14.9115,0.00038,-0.00038
Kepler-1750 b,Kepler-1750,1,19h29m24.36s,292.3514917,+48d30m39.86s,48.5110714,1497.33,67.93,-62.37,15.5339,0.000417,-0.000417
Kepler-1751 b,Kepler-1751,1,18h59m23.17s,284.8465476,+49d41m32.43s,49.6923412,1291.47,39.19,-36.99,15.232,0.000354,-0.000354
Kepler-1752 b,Kepler-1752,1,19h23m24.99s,290.8541401,+51d13m21.88s,51.2227435,962.888,29.899,-28.181,15.796,0.000476,-0.000476
Kepler-1753 b,Kepler-1753,1,19h12m56.80s,288.236664,+46d36m21.15s,46.6058744,707.688,15.215,-14.599,15.5134,0.000517,-0.000517
Kepler-1754 b,Kepler-1754,1,19h41m49.70s,295.4570818,+50d04m37.86s,50.0771838,718.945,21.743,-20.523,15.8578,0.000614,-0.000614
Kepler-1755 b,Kepler-1755,1,19h47m23.06s,296.846092,+40d08m18.88s,40.1385777,982.383,22.937,-21.932,14.3856,0.000286,-0.000286
Kepler-1756 b,Kepler-1756,1,19h37m27.58s,294.364904,+40d43m15.20s,40.7208898,,,,15.6634,0.000914,-0.000914
Kepler-1757 b,Kepler-1757,1,19h50m57.55s,297.7397823,+46d56m30.82s,46.9418957,807.308,16.517,-15.878,15.3679,0.000388,-0.000388
Kepler-1758 b,Kepler-1758,1,19h51m11.24s,297.7968197,+39d55m16.82s,39.9213378,1588.41,75.49,-69.04,14.9449,0.00031,-0.00031
Kepler-1759 b,Kepler-1759,1,19h53m51.75s,298.4656275,+48d33m33.60s,48.5593334,385.348,3.148,-3.099,14.2601,0.000254,-0.000254
Kepler-176 b,Kepler-176,1,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.321,6.058,-5.925,14.5446,0.00036,-0.00036
Kepler-176 c,Kepler-176,1,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.321,6.058,-5.925,14.5446,0.00036,-0.00036
Kepler-176 d,Kepler-176,1,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.321,6.058,-5.925,14.5446,0.00036,-0.00036
Kepler-176 e,Kepler-176,1,19h38m40.30s,294.6679021,+43d51m11.56s,43.8532104,527.321,6.058,-5.925,14.5446,0.00036,-0.00036
Kepler-1760 b,Kepler-1760,1,18h56m31.83s,284.1326058,+48d49m30.52s,48.8251452,,,,14.3017,0.000643,-0.000643
Kepler-1761 b,Kepler-1761,1,18h56m31.91s,284.1329728,+49d08m33.48s,49.1426325,221.186,1.133,-1.133,14.898,0.000375,-0.000375
Kepler-1762 b,Kepler-1762,1,19h21m58.36s,290.4931471,+39d47m07.84s,39.7855117,1663.74,87.74,-79.51,15.083,0.000351,-0.000351
Kepler-1763 b,Kepler-1763,1,19h36m27.13s,294.1130368,+40d21m46.39s,40.3628861,756.486,9.7675,-9.7675,13.5105,0.000273,-0.000273
Kepler-1764 b,Kepler-1764,1,19h35m31.18s,293.8799047,+41d23m37.81s,41.3938374,1542.48,61.7,-61.7,14.7454,0.000321,-0.000321
Kepler-1765 b,Kepler-1765,1,19h52m03.47s,298.0144601,+42d57m26.75s,42.9574314,764.456,13.423,-12.975,14.8213,0.000623,-0.000623
Kepler-1766 b,Kepler-1766,1,19h37m06.54s,294.2772343,+46d40m30.85s,46.6752351,501.229,4.946,-4.852,12.8705,0.000233,-0.000233
Kepler-1767 b,Kepler-1767,1,19h34m34.59s,293.6441248,+46d59m22.81s,46.9896696,820.506,19.941,-19.941,15.7151,0.000457,-0.000457
Kepler-1768 b,Kepler-1768,1,19h59m49.74s,299.9572335,+44d46m18.79s,44.7718851,632.766,5.956,-5.849,13.4376,0.000191,-0.000191
Kepler-1769 b,Kepler-1769,1,19h38m58.41s,294.7433755,+43d27m40.19s,43.4611633,438.412,4.5,-4.412,12.445,0.000165,-0.000165
Kepler-177 b,Kepler-177,1,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.44,42.1,-39.81,14.9414,0.000319,-0.000319
Kepler-177 c,Kepler-177,1,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.44,42.1,-39.81,14.9414,0.000319,-0.000319
Kepler-1770 b,Kepler-1770,1,19h57m00.07s,299.2502851,+43d24m37.32s,43.4103663,582.942,5.861,-5.748,14.2972,0.000471,-0.000471
Kepler-1771 b,Kepler-1771,1,19h28m03.23s,292.0134714,+49d01m08.86s,49.0191267,565.752,,,13.7005,0.000386,-0.000386
Kepler-1772 b,Kepler-1772,1,19h17m45.15s,289.4381201,+39d16m13.29s,39.2703594,871.564,12.502,-12.16,13.3948,0.000248,-0.000248
Kepler-1773 b,Kepler-1773,1,19h04m53.57s,286.2232284,+38d15m29.40s,38.2581676,681.255,9.84,-9.568,12.9455,0.000351,-0.000351
Kepler-1774 b,Kepler-1774,1,19h14m17.86s,288.5743991,+40d59m18.98s,40.9886069,816.592,11.812,-11.812,13.8899,0.000238,-0.000238
Kepler-1775 b,Kepler-1775,1,19h05m36.56s,286.4023452,+38d44m18.84s,38.7385674,657.023,6.088,-5.978,13.2765,0.000211,-0.000211
Kepler-1776 b,Kepler-1776,1,19h26m08.26s,291.5344017,+47d02m32.98s,47.0424958,690.336,6.7705,-6.7705,13.5571,0.000245,-0.000245
Kepler-1777 b,Kepler-1777,1,19h21m18.87s,290.3286455,+37d43m23.23s,37.7231188,619.146,6.1395,-6.1395,13.9541,0.000321,-0.000321
Kepler-1778 b,Kepler-1778,1,19h09m26.71s,287.3612976,+43d44m19.68s,43.7388,1276.29,49.77,-46.23,15.0421,0.00039,-0.00039
Kepler-1779 b,Kepler-1779,1,20h01m40.19s,300.4174607,+45d36m19.75s,45.6054854,908.501,25.537,-24.201,14.9927,0.000479,-0.000479
Kepler-178 b,Kepler-178,1,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.025,10.369,-10.082,14.5782,0.000273,-0.000273
Kepler-178 c,Kepler-178,1,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.025,10.369,-10.082,14.5782,0.000273,-0.000273
Kepler-178 d,Kepler-178,1,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.025,10.369,-10.082,14.5782,0.000273,-0.000273
